,Name,Time,Time_Range,ID,URL,Ingredients,steps,Tokens
310,Wild Salmon With Green Sauce,60.0,0.0,1014868,http://cooking.nytimes.com/recipes/1014868-wild-salmon-with-green-sauce,"['olive oil', 'new potatoes', 'haricots verts', 'dijon mustard', 'capers', 'lettuce leaves', 'eggs', 'salmon fillet', 'salmon', 'wild salmon', 'ice', 'shallot', 'zest', 'meyer lemon', 'juice', 'lemon', 'parsley', 'chopped parsley', 'salt', 'pepper', 'wine', 'red wine', 'vinegar', 'wine vinegar', 'chervil']","Using pliers, remove pin bones from salmon (or have your fishmonger do it). Season on both sides with salt and pepper. Place on baking sheet skin side down and drizzle with 1 tablespoon olive oil. Set aside at room temperature. Heat oven to 350 degrees. Scrub potatoes and simmer in well-salted water until tender, about 15 minutes. Drain and keep warm. Top and tail the haricots verts and simmer in well-salted water until tender, 3 to 5 minutes. Spread out on a platter to cool (or rinse briefly in cool water) and leave at room temperature. Make the sauce verte: Put shallot in a small bowl with 1/2 teaspoon salt and cover with the red wine vinegar. Macerate 5 minutes, then stir in lemon zest and juice, mustard and capers. Whisk in 1/2 cup olive oil.  Just before serving, add parsley, chervil and black pepper to taste. Bake salmon, uncovered, until just done, 10 to 12 minutes. Remove and let cool slightly. Put beans in a medium bowl, season with salt and pepper, and dress with 2 tablespoons sauce verte. Line a platter with lettuce leaves, if using, then make a pile of beans. With a spatula, lift salmon from skin, then place on top of beans. Dab salmon with 2 more tablespoons sauce verte, garnish with chopped egg and serve. Pass potatoes and remaining sauce separately. ","['use', 'remov', 'bake', 'drizzl', 'keep', 'tail', 'spread', 'cool', 'leav', 'make', 'put', 'serv', 'add', 'done', 'let', 'put', 'sauc', 'line', 'use', 'make', 'sauc', 'remain', 'chervil', 'ice', 'lettuc', 'mustard', 'caper', 'lemon', 'parsley', 'fillet', 'leav', 'new', 'red', 'juic', 'pepper', 'oil', 'vert', 'zest', 'shallot', 'salmon', 'meyer', 'vinegar', 'potato', 'salt', 'dijon', 'oliv', 'chop', 'haricot', 'wild', 'egg', 'wine']"
311,Screaming Greenie,0.0,0.0,1014870,http://cooking.nytimes.com/recipes/1014870-screaming-greenie,"['sugar', 'vodka', 'absinthe', 'lemon juice', 'ice', 'italian basil', 'lemon wheel']","Make a simple syrup: Over medium burner, add the sugar to 1 cup of water and heat, stirring until sugar is dissolved. Cool. (Unused syrup can be refrigerated for 2 weeks.) In a blender, mix 1 3/4 ounces of the syrup with the vodka, absinthe, lemon juice, ice and 8 basil leaves until smooth.  Pour into tall glass.  Garnish with remaining basil leaf and lemon wheel. ","['make', 'add', 'stir', 'dissolv', 'mix', 'remain', 'wheel', 'vodka', 'lemon', 'ice', 'sugar', 'basil', 'italian', 'absinth', 'juic']"
312,Grilled Sausages and Radicchio,15.0,0.0,1014864,http://cooking.nytimes.com/recipes/1014864-grilled-sausages-and-radicchio,"['salt', 'lemon', 'heads radicchio', 'radicchio', 'italian sausage', 'sage', 'sausages', 'sausage', 'leaves', 'basil', 'basil leaves', 'olive oil', 'gin', 'olive', 'oil']","Light or heat up the grill. Halve radicchios lengthwise through stem end, and toss with 1 tablespoon olive oil (or more if you need it to coat) and 1/4 teaspoon salt. Put radicchios, cut side down, and sausages on the grill and cover. Let cook for 2 to 3 minutes, until outer radicchio leaves are dark brown. Transfer to a cutting board and let cool while sausages finish cooking, about 5 minutes more. When cool enough to handle, thinly slice radicchios. The outsides should be charred, and the insides should still be crisp and raw. Combine in a bowl with another 2 tablespoons olive oil and the juice of half a lemon. Taste and correct seasonings, adding lemon juice, salt and olive oil to taste. Spread radicchio on a platter and top with grilled sausages. Garnish with basil and serve. ","['heat', 'lengthwis', 'put', 'cut', 'let', 'transfer', 'cut', 'let', 'handl', 'char', 'ad', 'garnish', 'head', 'oil', 'lemon', 'sausag', 'oliv', 'sage', 'leav', 'gin', 'basil', 'radicchio', 'salt', 'italian']"
313,Grilled Garlic Bread with Basil and Parmesan,10.0,0.0,1014865,http://cooking.nytimes.com/recipes/1014865-grilled-garlic-bread-with-basil-and-parmesan,"['rustic', 'grated parmesan', 'olive oil', 'olive', 'oil', 'leaves', 'basil', 'basil leaves', 'garlic clove', 'garlic', 'cloves', 'garlic cloves', 'clove']","Light a grill or turn heat to high. Drizzle both sides of bread with olive oil and grill for 2 to 3 minutes without turning, until one side is crisp and beginning to char. Remove bread from grill and rub grilled side thoroughly with the cut garlic. Evenly distribute Parmesan on the grilled side and return toast to the grill, cheese side up. Close lid and cook for another 2 to 3 minutes, or until cheese is melted. Transfer to a cutting board, slice each piece of toast in half and serve garnished with basil leaves. ","['turn', 'turn', 'begin', 'char', 'remov', 'grill', 'return', 'melt', 'transfer', 'cut', 'slice', 'serv', 'garnish', 'clove', 'oil', 'oliv', 'rustic', 'basil', 'leav', 'parmesan', 'grate', 'garlic']"
314,Vietnamese Steak With Cucumber Salad,0.0,0.0,1015080,http://cooking.nytimes.com/recipes/1015080-vietnamese-steak-with-cucumber-salad,"['fish sauce', 'lime zest', 'lime juice', 'garlic', 'jalapeo', 'flank steak', 'english cucumber', 'radishes', 'scallions', 'sesame seeds', 'mint leaves', 'sugar', 'brown sugar', 'tea', 'olive oil', 'vegetable', 'olive', 'oil', 'peanut', 'rice', 'ice', 'cooked rice', 'noodles', 'rice noodles']","In a small bowl, combine the fish sauce, lime zest, lime juice, brown sugar, garlic and jalapeo. Pour 1/2 of the mixture over the flank steak and let marinate at room temperature for at least 30 minutes (or refrigerate for up to 24 hours). Let meat come to room temperature before cooking if necessary. Combine the cucumber, radishes and scallions. Pour in just enough of the marinade sauce to coat.  Light the grill or heat the broiler to high. Pat steak dry with paper towels. If grilling, cook until done to taste, about 3 minutes per side for rare. If broiling, heat a 10-inch skillet over high heat for 5 minutes. Add oil to pan and sear the meat for 2 minutes. Flip meat and immediately transfer pan directly to top shelf of oven and broil for 2 to 3 minutes for rare, or longer for more well-done meat. Transfer steak to a cutting board and let rest for 10 minutes covered in foil. Thinly slice steak and serve over cooked rice noodles or rice if desired, and top with the cucumber salad. Garnish with sesame seeds and plenty of herbs if using and serve with remaining marinade as a sauce.  ","['combin', 'let', 'let', 'come', 'cook', 'combin', 'coat', 'heat', 'high', 'done', 'tast', 'heat', 'pan', 'sear', 'transfer', 'top', 'transfer', 'cut', 'let', 'cover', 'desir', 'use', 'serv', 'remain', 'noodl', 'radish', 'fish', 'seed', 'scallion', 'mint', 'lime', 'peanut', 'jalapeo', 'ice', 'sugar', 'cucumb', 'leav', 'tea', 'rice', 'juic', 'brown', 'oil', 'zest', 'flank', 'garlic', 'cook', 'veget', 'oliv', 'sauc', 'sesam', 'english', 'steak']"
315,Garlic Scape Pesto,3.0,0.0,1015301,http://cooking.nytimes.com/recipes/1015301-garlic-scape-pesto,"['garlic scapes', 'parmesan cheese', 'basil leaves', 'lemon', 'sunflower', 'sunflower seeds', 'seeds', 'olive oil', 'gin', 'olive', 'oil']","Place the garlic scapes in a food processor and pulse for 30 seconds. Add the sunflower seeds and pulse for 30 seconds. Scrape down the sides of the bowl. Add the olive oil and process on high for 15 seconds. Add the Parmesan cheese and pulse until the ingredients are combined. Add the basil and lemon juice, and process until reaching the desired consistency. Add salt to taste and serve immediately. ","['add', 'add', 'add', 'combin', 'add', 'reach', 'salt', 'tast', 'serv', 'oil', 'lemon', 'scape', 'oliv', 'gin', 'sunflow', 'chees', 'garlic', 'parmesan', 'basil', 'leav', 'seed']"
316,White Barbecue Sauce,10.0,0.0,1014854,http://cooking.nytimes.com/recipes/1014854-white-barbecue-sauce,"['mayonnaise', 'apple-cider vinegar', 'lemon juice', 'horseradish', 'mustard powder', 'cayenne pepper', 'round', 'salt', 'kosher salt', 'black pepper', 'pepper']","Combine the mayonnaise, vinegar, lemon juice, horseradish and mustard powder in a medium nonreactive bowl,
and whisk until smooth. Add salt, pepper and cayenne to taste. Brush on grilled or roasted chicken during the end of the cooking process, and pass remaining sauce at the table. ","['combin', 'grill', 'roast', 'remain', 'vinegar', 'apple-cid', 'lemon', 'mustard', 'salt', 'pepper', 'mayonnais', 'kosher', 'horseradish', 'black', 'powder', 'cayenn', 'round', 'juic']"
317,Grilled Fingerling-Potato Salad With Chipotle Bacon Vinaigrette,50.0,0.0,1014852,http://cooking.nytimes.com/recipes/1014852-grilled-fingerling-potato-salad-with-chipotle-bacon-vinaigrette,"['fingerling potatoes', 'bacon', 'red onion', 'bacon fat', 'red-wine vinegar', 'chipotle chile', 'olive oil', 'gin', 'olive', 'oil', 'round', 'salt', 'kosher salt', 'black pepper', 'pepper']","Put the potatoes in a large pot
and cover with 2 inches of water and a tablespoon of salt, then set over high heat until it comes to a boil. Cook about 5 to 7 minutes. Drain potatoes, place
on a baking sheet and allow to cool slightly, then halve the potatoes lengthwise.
(You can do this the day before.) Meanwhile, cook the bacon in a
saut pan until crisp. Reserve bacon and, in a small bowl, 1 tablespoon of the rendered fat. Light a fire in a fire pit with a grill, or in a charcoal grill, or set a gas grill to high.
If you have a strong vent in your kitchen, you may use your stove with a burner
set to high. Place a large cast-iron grill pan over the heat and allow it to get hot.
You can let the fire die slightly. If using a gas grill or stove, turn heat to medium. Put the potatoes and the sliced onions in a large bowl and toss gently with 2 tablespoons of the olive oil, and salt and pepper to taste. Working in batches,
grill the potatoes cut-side down on the grill until they have developed a light char, approximately 2 to 3 minutes. Grill the onions until they are charred, approximately 4 to 6 minutes a side. Return potatoes and onions to bowl. For the dressing, combine the remaining olive oil, bacon fat, red-wine vinegar and chipotle in a small bowl
and whisk to emulsify. Add salt and pepper to taste. Add the dressing to the potato-and-onion mixture and toss gently to combine. Let sit for 20 minutes to allow the flavors to penetrate the potatoes. Crumble bacon over the top. ","['put', 'set', 'come', 'cook', 'allow', 'cool', 'halv', 'cook', 'set', 'high', 'use', 'set', 'high', 'place', 'allow', 'get', 'let', 'use', 'stove', 'turn', 'put', 'work', 'grill', 'develop', 'grill', 'char', 'bowl', 'combin', 'remain', 'emulsifi', 'add', 'combin', 'let', 'allow', 'penetr', 'vinegar', 'pepper', 'oil', 'onion', 'potato', 'oliv', 'bacon', 'fat', 'red-win', 'kosher', 'fingerl', 'black', 'chile', 'gin', 'chipotl', 'salt', 'round', 'red']"
318,Broiled Green Clams,35.0,0.0,1014843,http://cooking.nytimes.com/recipes/1014843-broiled-green-clams,"['littleneck clams', 'bacon', 'sourdough bread', 'red onion', 'jalapeo', 'flat-leaf parsley', 'fresh thyme', 'lemon']","Arrange clams on a foil-lined baking sheet with sides. Fry bacon until crisp. Drain and cut in pieces. Place bread, onion, jalapeo, parsley, thyme, lemon zest and bacon in a food processor and let it rip for a good few minutes, scraping down sides once or twice, until everything is uniformly combined and bread crumbs are quite finely ground. Heat broiler. Cover each clam with crumb mixture, patting it on top. Place clams under broiler, fairly close to the heat source, until browned on top, about 5 minutes. Serve with lemon wedges. ","['cut', 'let', 'rip', 'scrape', 'combin', 'pat', 'brown', 'serv', 'clam', 'lemon', 'thyme', 'onion', 'bacon', 'jalapeo', 'parsley', 'flat-leaf', 'fresh', 'littleneck', 'sourdough', 'red', 'bread']"
319,Gin and Coconut Water,0.0,0.0,1015566,http://cooking.nytimes.com/recipes/1015566-gin-and-coconut-water,"['dry gin', 'water', 'coconut', 'coconut water', 'ginger', 'ice', 'gin', 'juice', 'ginger juice', 'lime wedge', 'lime', 'lime juice', 'ice cubes', 'ice cube']",Combine all ingredients with ice in a cocktail shaker and stir for 20 seconds. Strain into a chilled martini glass. Garnish with fresh lime wedge. ,"['water', 'coconut', 'cube', 'ice', 'wedg', 'dri', 'ginger', 'gin', 'lime', 'juic']"
320,Cacio e Pepe with Peas and Favas,35.0,0.0,1014828,http://cooking.nytimes.com/recipes/1014828-cacio-e-pepe-with-peas-and-favas,"['spaghetti', 'unsalted butter', 'pecorino romano', 'parmesan', 'round', 'black pepper', 'pepper', 'sea salt', 'salt', 'chives', 'snipped chives', 'olive oil', 'gin', 'olive', 'oil']","Bring a medium saucepot of salted water to a boil. Fill a medium bowl with water and ice and set a fine mesh strainer in the bowl. (Be sure to keep ice out of strainer.) Blanch peas for 30 seconds and use a slotted spoon to transfer peas to strainer in ice bath. Let sit for 5 minutes and pull up strainer to drain peas. Repeat process with fava beans, cooking for 1 minute. (You can use same pot of boiling water that you used for peas.) When fava beans have been blanched and cooled, slip off peels. Bring a large pot of heavily salted water to a boil. Add pasta and cook until 1 minute shy of al dente. Drain, reserving 1/2 cup cooking water. In a large skillet, melt 1 tablespoon butter. Add pepper and saut for 1 minute, or until fragrant. Add 1/4 cup of the cooking water and the remaining butter to pan. Stir until butter is melted and sauce begins to thicken, about 30 seconds. Add cooked pasta, pecorino and Parmesan and toss until cheese melts, about 30 seconds. Add peas and fava beans. Toss very well to coat, adding more pasta water if pan seems dry. Season with salt to taste. To serve, sprinkle each portion with more pecorino and drizzle with olive oil. Garnish with chives. ","['bring', 'fill', 'set', 'use', 'transfer', 'strainer', 'let', 'pull', 'drain', 'cook', 'blanch', 'cool', 'slip', 'bring', 'salt', 'reserv', 'melt', 'remain', 'pan', 'melt', 'sauc', 'thicken', 'cook', 'toss', 'coat', 'ad', 'seem', 'serv', 'sprinkl', 'garnish', 'butter', 'oliv', 'pepper', 'oil', 'salt', 'romano', 'pecorino', 'snip', 'black', 'sea', 'parmesan', 'chive', 'gin', 'spaghetti', 'round', 'unsalt']"
321,Baingan Bharta,45.0,0.0,1014830,http://cooking.nytimes.com/recipes/1014830-baingan-bharta,"['eggplant', 'lime juice', 'onion', 'garlic', 'fresh tomatoes', 'turmeric', 'kosher salt', 'chopped cilantro', 'garam masala', 'vegetable oil', 'vegetable', 'oil', 'chile']","Prick the eggplant with a thin-blade knife. Grill over or next to very high heat, turning as necessary until the skin is blackened and the eggplant collapses. Or broil, or roast on a heated cast-iron pan in the hottest possible oven. It will take about 20 minutes.  When the eggplant is cool enough to handle, peel (this will be easy) and trim away the hard stem. Chop or mash in a bowl, with lime juice. Heat the oil in a skillet over medium-high heat; add the onion. Cook, stirring often, until the onion is golden brown, about 10 minutes. Add the garlic and chiles and cook for another minute. Add the tomato, turmeric and salt. Cook until the tomato is soft, 5 minutes or so.  Stir in the eggplant pure and cook, stirring, 3 to 5 minutes. Stir in the cilantro and garam masala and turn off the heat. Serve hot with warm chapati bread or pita, or over rice. ","['turn', 'blacken', 'heat', 'take', 'handl', 'trim', 'heat', 'add', 'stir', 'add', 'add', 'stir', 'turn', 'tomato', 'turmer', 'cilantro', 'oil', 'chile', 'onion', 'veget', 'garam', 'kosher', 'garlic', 'eggplant', 'masala', 'fresh', 'lime', 'salt', 'chop', 'juic']"
322,Purslane Salad With Cherries and Feta,5.0,0.0,1014835,http://cooking.nytimes.com/recipes/1014835-purslane-salad-with-cherries-and-feta,"['purslane', 'fresh mint', 'cherries', 'olives', 'sherry vinegar', 'lemon juice', 'balsamic vinegar', 'garlic clove', 'salt', 'ground pepper', 'feta', 'olive oil', 'gin', 'olive', 'oil']","Toss together the purslane, 2 teaspoons of the mint, the cherries and the olives in a salad bowl, or in a large bowl if you prefer to serve this on a platter. Whisk together the vinegars, lemon juice, garlic, salt, olive oil and pepper. Toss with the salad. If desired, transfer to a platter. Sprinkle the feta and remaining mint over the top, and serve. ","['prefer', 'serv', 'desir', 'transfer', 'sprinkl', 'remain', 'vinegar', 'clove', 'oil', 'lemon', 'sherri', 'purslan', 'gin', 'oliv', 'salt', 'balsam', 'garlic', 'feta', 'cherri', 'pepper', 'fresh', 'ground', 'mint', 'juic']"
323,Lobster Summer Rolls,60.0,0.0,1014829,http://cooking.nytimes.com/recipes/1014829-lobster-summer-rolls,"['lobster meat', 'grated ginger', 'lime', 'scallions', 'cucumber', 'avocados', 'basil', 'lettuce leaves', 'lime juice', 'grated ginger', 'fish sauce', 'roasted peanuts', 'salt', 'pepper', 'rice', 'ice', 'cilantro sprigs', 'cilantro', 'sugar', 'raw sugar', 'chile', 'serrano']","Make the summer roll filling: In a small bowl, combine lobster meat, ginger, lime zest and scallions. Season with salt and pepper, toss to coat and set aside. Slice cucumber lengthwise into thin julienne strips. Quarter and peel avocados.  Fill a medium bowl with lukewarm water. To make each roll, dip a rice paper round into water until just softened, then remove and spread flat on a cutting board. (If you are using 8-inch rounds, dip 2 rounds for each roll, then overlap them as you spread them flat on a cutting board.)  Lay 2 or 3 basil leaves along the bottom third of the softened rice paper round, then spread round with 2 ounces lobster mixture. Top with a few strips of cucumber and 1/4 of an avocado cut in chunks. Sprinkle with salt and pepper and press down to compress, then add a few cilantro sprigs. To roll up, fold sides of rice paper round toward its center, overlapping filling by an inch or so. Now, starting at bottom of round, begin to form a tight cylinder, rolling toward top. Repeat to make rest of the rolls. Put on a tray, cover and refrigerate for an hour.  Make the dipping sauce: Mix together lime juice, sugar, ginger, fish sauce and chile. Let macerate at least 30 minutes.  To serve, carefully cut each roll into 3 or 4 pieces, and stir chopped peanuts into dipping sauce. Place rolls on lettuce leaves, and serve with sauce.  ","['make', 'combin', 'set', 'fill', 'make', 'dip', 'soften', 'remov', 'spread', 'cut', 'lay', 'spread', 'compress', 'add', 'roll', 'overlap', 'start', 'begin', 'form', 'roll', 'make', 'put', 'make', 'let', 'serv', 'cut', 'chop', 'dip', 'roll', 'serv', 'fish', 'ginger', 'raw', 'lobster', 'lettuc', 'sugar', 'lime', 'cilantro', 'peanut', 'avocado', 'ice', 'scallion', 'cucumb', 'leav', 'basil', 'rice', 'juic', 'pepper', 'chile', 'grate', 'meat', 'serrano', 'sauc', 'sprig', 'roast', 'salt']"
324,Eggplant Salad With Mustard-Miso Dressing,30.0,0.0,1014831,http://cooking.nytimes.com/recipes/1014831-eggplant-salad-with-mustard-miso-dressing,"['eggplant', 'soy sauce', 'dijon mustard', 'lemon wedges', 'salt', 'cayenne', 'cayenne pepper', 'pepper', 'miso']","Bring a large pot of water to a boil and salt it. Trim the eggplant and cut it into 1-inch cubes. Boil the eggplant until tender, 5 to 10 minutes. Drain and cool in a colander. (You can refrigerate the eggplant, covered, for several hours before proceeding, but bring it back to room temperature before proceeding.) Whisk together the miso, soy sauce and mustard in a serving bowl. Add the eggplant along with salt and cayenne to taste, then toss. Taste and adjust seasoning if necessary, and serve with the lemon wedges. ","['bring', 'trim', 'cut', 'add', 'adjust', 'season', 'serv', 'miso', 'pepper', 'lemon', 'mustard', 'cayenn', 'dijon', 'wedg', 'sauc', 'eggplant', 'soy', 'salt']"
325,Pasta alla Norma,45.0,0.0,1014832,http://cooking.nytimes.com/recipes/1014832-pasta-alla-norma,"['eggplant', 'olive oil', 'chopped garlic', 'dried chiles', 'tomatoes', 'dried oregano', 'long pasta', 'chopped parsley', 'ricotta salata', 'salt', 'pepper']","Slice the eggplant about 1/2 inch thick. Cook in abundant olive oil, without crowding, sprinkling with salt and adding more oil as needed. You will undoubtedly have to cook in batches; take your time and cook until the eggplant is nicely browned and soft. Remove to a plate; do not drain on paper towels. Meanwhile, put a large pot of water to boil and salt it. At the end of the cooking the eggplant, the pan will ideally have a couple of tablespoons of oil left. If theres more or less, drain some off or add a bit. Turn the heat to medium, add the garlic and chiles, and cook until the garlic colors a little bit. Add the tomatoes and oregano, along with some salt and pepper; cook until saucy but not too dry, stirring occasionally. Cook the pasta until tender but not mushy. While its cooking, cut the eggplant into strips and reheat for a minute in the tomato sauce. Drain the pasta and toss it with the tomato sauce and the eggplant. Taste and adjust the seasoning, then top with the parsley or basil and grated cheese and serve. ","['crowd', 'sprinkl', 'ad', 'need', 'cook', 'take', 'brown', 'remov', 'drain', 'put', 'cook', 'left', 'drain', 'add', 'turn', 'add', 'add', 'stir', 'cook', 'cut', 'drain', 'toss', 'adjust', 'top', 'grate', 'tomato', 'dri', 'oregano', 'oil', 'chile', 'pepper', 'oliv', 'parsley', 'long', 'chop', 'garlic', 'eggplant', 'pasta', 'ricotta', 'salt', 'salata']"
326,"Arugula, Cherry and Goat Cheese Salad",5.0,0.0,1014833,http://cooking.nytimes.com/recipes/1014833-arugula-cherry-and-goat-cheese-salad,"['arugula', 'cherries', 'pistachios', 'tarragon', 'sherry vinegar', 'balsamic vinegar', 'salt', 'goat cheese', 'olive oil', 'gin', 'olive', 'oil']","Combine the arugula, cherries, half the nuts and the tarragon in a large bowl.  Whisk together the vinegars, salt and pepper and olive oil. Toss with the salad. Arrange on a platter, sprinkle the goat cheese and remaining pistachios over the top, and serve. ","['combin', 'sprinkl', 'remain', 'vinegar', 'balsam', 'oil', 'tarragon', 'sherri', 'oliv', 'arugula', 'pistachio', 'chees', 'gin', 'cherri', 'salt', 'goat']"
327,Cumin Lamb Meatballs With Tahini Yogurt Dipping Sauce,20.0,0.0,1015081,http://cooking.nytimes.com/recipes/1015081-cumin-lamb-meatballs-with-tahini-yogurt-dipping-sauce,"['garlic', 'ground lamb', 'cumin seeds', 'hot sauce', 'black pepper', 'chile powder', 'scallion', 'parsley', 'olive oil', 'plain yogurt', 'tahini', 'lemon juice', 'salt', 'kosher salt']","Heat broiler with an oven rack placed 3 inches below heat source. Using a mortar and pestle or the flat side of a knife, make a paste with garlic and a pinch of salt. Put half the garlic paste in a large bowl and add lamb, 1 teaspoon of the salt, cumin, hot sauce, pepper, chile powder, scallion and 1 tablespoon parsley. Mix to combine. Shape lamb mixture into 1 1/2-inch meatballs and place on an oiled rimmed baking sheet. Make sure meatballs are spaced at least 1 inch apart. Transfer baking sheet to oven and broil meatballs for 8 to 10 minutes, or until browned on top and slightly pink on the inside. Meanwhile, combine yogurt, tahini, remaining garlic paste,1/4 teaspoon salt and the lemon juice to taste.  Transfer cooked meatballs to a serving platter or individual plates and serve with tahini sauce and extra hot sauce, if you like. Garnish with the remaining parsley. ","['place', 'use', 'make', 'put', 'add', 'combin', 'oil', 'rim', 'space', 'transfer', 'bake', 'oven', 'broil', 'brown', 'pink', 'remain', 'transfer', 'serv', 'serv', 'like', 'garnish', 'remain', 'seed', 'powder', 'ground', 'lamb', 'sauc', 'lemon', 'parsley', 'scallion', 'hot', 'black', 'yogurt', 'juic', 'pepper', 'oil', 'garlic', 'chile', 'plain', 'oliv', 'cumin', 'kosher', 'tahini', 'salt']"
328,Scallops and Mango Skewers,30.0,0.0,1014823,http://cooking.nytimes.com/recipes/1014823-scallops-and-mango-skewers,"['scallops', 'mango', 'red onion', 'vegetable oil', 'bell pepper', 'pepper', 'salt', 'cilantro', 'chopped cilantro', 'lime wedge', 'lime wedges', 'lime']","Heat a charcoal or gas grill until very hot.  Rub the grill grate with a little oil and put it 3 or 4 inches from the heat.   Thread the scallops (through their equators) onto metal or soaked wooden skewers, alternating them with 1-inch chunks of mango, chunks of red bell pepper, and wedges of red onion.  Brush with vegetable oil, sprinkle with salt and pepper, and grill until theyre brown on the bottom and release easily from the grill, 2 to 3 minutes. 
 Turn and brown on the other side; total cooking time should be 3 to 5 minutes; take the scallops off the grill before the interior becomes totally opaque.  Garnish: chopped cilantro and lime wedges. ","['rub', 'put', 'thread', 'soak', 'altern', 'releas', 'brown', 'take', 'opaqu', 'chop', 'pepper', 'oil', 'onion', 'bell', 'veget', 'cilantro', 'wedg', 'chop', 'scallop', 'mango', 'salt', 'red', 'lime']"
329,Scallop Tartare,10.0,0.0,1014817,http://cooking.nytimes.com/recipes/1014817-scallop-tartare,"['scallops', 'hard-boiled eggs', 'capers', 'fresh parsley', 'dijon', 'worcestershire sauce', 'red onion', 'onion', 'salt', 'pepper']","Chop 8 large scallops into small bits, and toss with 2 chopped hard-boiled eggs, 2 tablespoons each minced red onion and capers, 1/4 cup minced fresh parsley, 1 teaspoon Dijon, salt and pepper, and Worcestershire sauce to taste.  Serve with toast points. ","['chop', 'minc', 'minc', 'sauc', 'tast', 'serv', 'caper', 'pepper', 'onion', 'salt', 'dijon', 'parsley', 'sauc', 'scallop', 'hard-boil', 'fresh', 'egg', 'worcestershir', 'red']"
330,Grilled Scallops With Kale and Olives,20.0,0.0,1014824,http://cooking.nytimes.com/recipes/1014824-grilled-scallops-with-kale-and-olives,"['scallops', 'olive oil', 'kale', 'pitted olives', 'red onion', 'lemon juice', 'salt', 'black pepper', 'pepper']","Heat a charcoal or gas grill until very hot.  Rub the grill grate with a little oil and put it 3 or 4 inches from the heat.  Brush the scallops with olive oil, sprinkle with salt and pepper, and grill until theyre brown on the bottom and release easily from the grill, 2 to 3 minutes.  Turn and brown on the other side; total cooking time should be 3 to 5 minutes; take the scallops off the grill before the interior becomes totally opaque.  Toss with 1 bunch chopped kale (preferably lacinato), 1/2 cup pitted olives (oil-cured are my favorite here), thinly sliced red onion, olive oil, lemon juice, salt (go light because of the olives) and lots of black pepper. 
 ","['rub', 'put', 'releas', 'brown', 'take', 'opaqu', 'chop', 'pit', 'slice', 'pepper', 'oil', 'lemon', 'kale', 'onion', 'salt', 'oliv', 'scallop', 'black', 'pit', 'red', 'juic']"
331,Scallop Salsa Cruda,5.0,0.0,1014818,http://cooking.nytimes.com/recipes/1014818-scallop-salsa-cruda,"['scallops', 'ripe tomatoes', 'garlic', 'fresh parsley', 'olive oil', 'balsamic vinegar', 'salt', 'pepper']","Quarter 8 large scallops and gently toss them with 1 1/2 cups chopped ripe tomatoes, 1 teaspoon minced garlic, 1/2 cup chopped fresh parsley, 2 tablespoons olive oil, 2 tablespoons balsamic vinegar, salt and pepper. 
 ","['toss', 'chop', 'minc', 'chop', 'tomato', 'vinegar', 'pepper', 'oil', 'ripe', 'oliv', 'parsley', 'balsam', 'scallop', 'garlic', 'fresh', 'salt']"
332,Scallop Panzanella,30.0,0.0,1014825,http://cooking.nytimes.com/recipes/1014825-scallop-panzanella,"['crusty bread', 'tomatoes', 'scallops', 'olive oil', 'lemon juice', 'basil leaves', 'salt', 'pepper']","Heat a charcoal or gas grill until very hot. Rub the grill grate with a little oil and put it 3 or 4 inches from the heat.  Brush 3 thick slices crusty bread, 2 large tomatoes (halved), and the scallops with olive oil; sprinkle with salt and pepper. Put everything on the grill.  Cook the scallops until theyre brown on the bottom and release easily from the grill, 2 to 3 minutes.  Turn and brown on the other side; total cooking time should be 3 to 5 minutes.  Take the scallops off the grill before the interior becomes totally opaque.  Cook the bread until its browned on both sides, and the tomatoes until theyre lightly charred.  Chop the bread and tomatoes into large cubes; toss with the scallops, olive oil, lemon juice, salt and pepper.  Garnish: basil leaves.
 ","['rub', 'put', 'put', 'cook', 'releas', 'brown', 'take', 'opaqu', 'cook', 'brown', 'char', 'chop', 'tomato', 'pepper', 'oil', 'lemon', 'oliv', 'scallop', 'crusti', 'basil', 'leav', 'juic', 'salt', 'bread']"
333,Raw Pesto Scallops,15.0,0.0,1014814,http://cooking.nytimes.com/recipes/1014814-raw-pesto-scallops,"['scallops', 'basil', 'olive oil', 'lemon juice', 'garlic clove', 'cup parmesan', 'salt', 'pepper', 'nuts', 'toast', 'toasted', 'pine nuts']","Slice 6 large scallops into thin rounds and put them on a plate.  Put 1 cup basil in a food processor with 1/4 cup olive oil, 1 tablespoon lemon juice, 1/2 small garlic clove, 1/4 cup Parmesan, salt and pepper.  Process, stopping to scrape the sides of the bowl, until smooth.  Spread the pesto over the scallops. Garnish: Toasted pine nuts (optional). ","['put', 'put', 'stop', 'scrape', 'spread', 'toast', 'toast', 'clove', 'oil', 'lemon', 'cup', 'nut', 'oliv', 'pepper', 'pine', 'scallop', 'garlic', 'parmesan', 'basil', 'salt', 'juic']"
